ST,CTY,NAICS,RCPTOT,ESTAB,Total_RCPTOT,Total_ESTAB,Year
42,85,237,468,18,147817,1412,2008
42,85,2371,0,0,5958,130,2008
42,85,2372,174,6,84553,461,2008
42,85,23721,174,6,84553,461,2008
42,85,2379,177,8,35237,453,2008
42,85,23799,177,8,35237,453,2008
42,85,238,33433,804,3728732,74006,2008
42,85,2381,7048,140,594696,10815,2008
42,85,2382,3519,97,682396,12378,2008
42,85,23821,1203,43,266709,5896,2008
42,85,23822,2227,46,372365,5769,2008
42,85,23829,0,0,39187,638,2008
42,85,2383,9387,259,1256163,28474,2008
42,85,2389,13479,308,1193867,22289,2008
42,85,484,25792,266,1695173,15910,2008
42,85,4841,23252,234,1545213,14306,2008
42,85,48411,6694,79,488362,5472,2008
42,85,4842,2540,32,148212,1583,2008
42,85,4853,216,12,149857,4439,2008
42,87,23,22658,436,5691525,98371,2008
42,87,236,8737,96,1812576,22920,2008
42,87,2361,8231,89,1616206,20193,2008
42,87,237,0,0,147817,1412,2008
42,87,2371,0,0,5958,130,2008
42,87,2373,0,0,4836,107,2008
42,87,23731,0,0,4836,107,2008
42,87,2379,0,0,35237,453,2008
42,87,23799,0,0,35237,453,2008
42,87,238,13571,337,3728732,74006,2008
42,87,2381,2442,68,594696,10815,2008
42,87,2382,2436,56,682396,12378,2008
42,87,23821,789,28,266709,5896,2008
42,87,23822,1256,26,372365,5769,2008
42,87,23829,0,0,39187,638,2008
42,87,2383,4341,115,1256163,28474,2008
42,87,2389,4352,98,1193867,22289,2008
42,87,484,20390,163,1695173,15910,2008
42,87,4841,20236,156,1545213,14306,2008
42,87,48411,3008,39,488362,5472,2008
42,87,4842,154,7,148212,1583,2008
42,87,4853,203,8,149857,4439,2008
42,89,23,111519,1855,5691525,98371,2008
42,89,236,35787,457,1812576,22920,2008
42,89,2361,33196,430,1616206,20193,2008
42,89,237,3515,26,147817,1412,2008
42,89,2371,0,0,5958,130,2008
42,89,2372,1634,11,84553,461,2008
42,89,23721,1634,11,84553,461,2008
42,89,2373,0,0,4836,107,2008
42,89,23731,0,0,4836,107,2008
42,89,2379,820,11,35237,453,2008
42,89,23799,820,11,35237,453,2008
42,89,238,72217,1372,3728732,74006,2008
42,89,2381,13532,228,594696,10815,2008
42,89,2382,12349,237,682396,12378,2008
42,89,23821,3589,103,266709,5896,2008
42,89,23822,8228,123,372365,5769,2008
42,89,23829,532,11,39187,638,2008
42,89,2383,25352,533,1256163,28474,2008
42,89,2389,20984,374,1193867,22289,2008
42,89,484,42033,342,1695173,15910,2008
42,89,4841,40147,318,1545213,14306,2008
42,89,48411,11255,100,488362,5472,2008
42,89,4842,1886,24,148212,1583,2008
42,89,4853,2271,71,149857,4439,2008
42,91,23,431461,6119,5691525,98371,2008
42,91,236,126474,1281,1812576,22920,2008
42,91,2361,109883,1103,1616206,20193,2008
42,91,237,6163,52,147817,1412,2008
42,91,2371,323,8,5958,130,2008
42,91,2372,4258,18,84553,461,2008
42,91,23721,4258,18,84553,461,2008
42,91,2373,240,6,4836,107,2008
42,91,23731,240,6,4836,107,2008
42,91,2379,1342,20,35237,453,2008
42,91,23799,1342,20,35237,453,2008
42,91,238,298824,4786,3728732,74006,2008
42,91,2381,44890,647,594696,10815,2008
42,91,2382,52129,808,682396,12378,2008
42,91,23821,20853,365,266709,5896,2008
42,91,23822,28588,403,372365,5769,2008
42,91,23829,2688,40,39187,638,2008
42,91,2383,101889,1920,1256163,28474,2008
42,91,2389,99916,1411,1193867,22289,2008
42,91,484,39121,369,1695173,15910,2008
42,91,4841,31606,309,1545213,14306,2008
42,91,48411,12669,156,488362,5472,2008
42,91,4842,7515,60,148212,1583,2008
42,91,4853,11426,221,149857,4439,2008
42,93,23,6588,141,5691525,98371,2008
42,93,236,2886,40,1812576,22920,2008
42,93,2361,2727,38,1616206,20193,2008
42,93,237,87,3,147817,1412,2008
42,93,2373,0,0,4836,107,2008
42,93,23731,0,0,4836,107,2008
42,93,2379,0,0,35237,453,2008
42,93,23799,0,0,35237,453,2008
42,93,238,3615,98,3728732,74006,2008
42,93,2381,0,0,594696,10815,2008
42,93,2382,643,15,682396,12378,2008
42,93,23821,0,0,266709,5896,2008
42,93,23822,450,10,372365,5769,2008
42,93,23829,0,0,39187,638,2008
42,93,2383,1064,35,1256163,28474,2008
42,93,2389,1507,42,1193867,22289,2008
42,93,484,3568,35,1695173,15910,2008
42,93,4841,3117,33,1545213,14306,2008
42,93,48411,1392,11,488362,5472,2008
42,93,4842,0,0,148212,1583,2008
42,93,4853,0,0,149857,4439,2008
42,95,23,129124,2149,5691525,98371,2008
42,95,236,43174,467,1812576,22920,2008
42,95,2361,40791,433,1616206,20193,2008
42,95,237,3277,30,147817,1412,2008
42,95,2371,357,7,5958,130,2008
42,95,2372,2587,12,84553,461,2008
42,95,23721,2587,12,84553,461,2008
42,95,2373,0,0,4836,107,2008
42,95,23731,0,0,4836,107,2008
42,95,2379,0,0,35237,453,2008
42,95,23799,0,0,35237,453,2008
42,95,238,82673,1652,3728732,74006,2008
42,95,2381,14615,269,594696,10815,2008
42,95,2382,11993,276,682396,12378,2008
42,95,23821,4189,133,266709,5896,2008
42,95,23822,7041,128,372365,5769,2008
42,95,23829,763,15,39187,638,2008
42,95,2383,30472,612,1256163,28474,2008
42,95,2389,25593,495,1193867,22289,2008
42,95,484,52785,413,1695173,15910,2008
42,95,4841,51099,385,1545213,14306,2008
42,95,48411,17986,143,488362,5472,2008
42,95,4842,1686,28,148212,1583,2008
42,95,4853,2298,74,149857,4439,2008
42,97,23,28476,682,5691525,98371,2008
42,97,236,7523,143,1812576,22920,2008
42,97,2361,7319,135,1616206,20193,2008
42,97,237,1008,14,147817,1412,2008
42,97,2371,81,3,5958,130,2008
42,97,2372,0,0,84553,461,2008
42,97,23721,0,0,84553,461,2008
42,97,2373,0,0,4836,107,2008
42,97,23731,0,0,4836,107,2008
42,97,2379,0,0,35237,453,2008
42,97,23799,0,0,35237,453,2008
42,97,238,19945,525,3728732,74006,2008
42,97,2381,3952,77,594696,10815,2008
42,97,2382,2993,72,682396,12378,2008
42,97,23821,1144,27,266709,5896,2008
42,97,23822,1704,32,372365,5769,2008
42,97,23829,145,13,39187,638,2008
42,97,2383,5849,218,1256163,28474,2008
42,97,2389,7151,158,1193867,22289,2008
42,97,484,37627,236,1695173,15910,2008
42,97,4841,36067,218,1545213,14306,2008
42,97,48411,11360,65,488362,5472,2008
42,97,4842,1560,18,148212,1583,2008
42,97,4853,0,0,149857,4439,2008
42,99,23,42038,637,5691525,98371,2008
42,99,236,13874,162,1812576,22920,2008
42,99,2361,11245,145,1616206,20193,2008
42,99,237,626,12,147817,1412,2008
42,99,2371,0,0,5958,130,2008
42,99,2372,0,0,84553,461,2008
42,99,23721,0,0,84553,461,2008
42,99,2373,0,0,4836,107,2008
42,99,23731,0,0,4836,107,2008
42,99,2379,571,6,35237,453,2008
42,99,23799,571,6,35237,453,2008
42,99,238,27538,463,3728732,74006,2008
42,99,2381,9308,96,594696,10815,2008
42,99,2382,3591,66,682396,12378,2008
42,99,23821,1657,28,266709,5896,2008
42,99,23822,1644,33,372365,5769,2008
42,99,23829,290,5,39187,638,2008
42,99,2383,7131,175,1256163,28474,2008
42,99,2389,7508,126,1193867,22289,2008
42,99,484,13934,117,1695173,15910,2008
42,99,4841,12443,103,1545213,14306,2008
42,99,48411,2689,32,488362,5472,2008
42,99,4842,1491,14,148212,1583,2008
42,99,4853,100,5,149857,4439,2008
42,101,23,231555,6361,5691525,98371,2008
42,101,236,67206,1503,1812576,22920,2008
42,101,2361,58657,1283,1616206,20193,2008
42,101,237,1391,33,147817,1412,2008
42,101,2371,0,0,5958,130,2008
42,101,2372,387,8,84553,461,2008
42,101,23721,387,8,84553,461,2008
42,101,2373,236,6,4836,107,2008
42,101,23731,236,6,4836,107,2008
42,101,2379,503,13,35237,453,2008
42,101,23799,503,13,35237,453,2008
42,101,238,162958,4825,3728732,74006,2008
42,101,2381,24980,645,594696,10815,2008
42,101,2382,33120,877,682396,12378,2008
42,101,23821,11136,448,266709,5896,2008
42,101,23822,19478,372,372365,5769,2008
42,101,23829,2506,57,39187,638,2008
42,101,2383,64949,2145,1256163,28474,2008
42,101,2389,39909,1158,1193867,22289,2008
42,101,484,52762,809,1695173,15910,2008
42,101,4841,48499,710,1545213,14306,2008
42,101,48411,18653,291,488362,5472,2008
42,101,4842,4263,99,148212,1583,2008
42,101,4853,53831,1584,149857,4439,2008
42,103,23,53707,815,5691525,98371,2008
42,103,236,19003,240,1812576,22920,2008
42,103,2361,18370,226,1616206,20193,2008
42,103,237,766,13,147817,1412,2008
42,103,2371,0,0,5958,130,2008
42,103,2372,0,0,84553,461,2008
42,103,23721,0,0,84553,461,2008
42,103,2373,0,0,4836,107,2008
42,103,23731,0,0,4836,107,2008
42,103,2379,0,0,35237,453,2008
42,103,23799,0,0,35237,453,2008
42,103,238,33938,562,3728732,74006,2008
42,103,2381,4222,79,594696,10815,2008
42,103,2382,8213,113,682396,12378,2008
42,103,23821,3046,48,266709,5896,2008
42,103,23822,4730,57,372365,5769,2008
42,103,23829,437,8,39187,638,2008
42,103,2383,10516,198,1256163,28474,2008
42,103,2389,10987,172,1193867,22289,2008
42,103,484,9920,71,1695173,15910,2008
42,103,4841,9328,64,1545213,14306,2008
42,103,48411,4320,24,488362,5472,2008
42,103,4842,0,0,148212,1583,2008
42,103,4853,1422,31,149857,4439,2008
42,105,23,11657,257,5691525,98371,2008
42,105,236,3535,63,1812576,22920,2008
42,105,2361,3393,57,1616206,20193,2008
42,105,237,0,0,147817,1412,2008
42,105,2371,0,0,5958,130,2008
42,105,2372,0,0,84553,461,2008
42,105,23721,0,0,84553,461,2008
42,105,238,8090,192,3728732,74006,2008
42,105,2381,1115,27,594696,10815,2008
42,105,2382,956,24,682396,12378,2008
42,105,23821,265,9,266709,5896,2008
42,105,23822,541,14,372365,5769,2008
42,105,23829,0,0,39187,638,2008
42,105,2383,4015,75,1256163,28474,2008
42,105,2389,2004,66,1193867,22289,2008
42,105,484,5493,65,1695173,15910,2008
42,105,4841,5316,60,1545213,14306,2008
42,105,48411,0,0,488362,5472,2008
42,105,4842,177,5,148212,1583,2008
42,107,23,51493,987,5691525,98371,2008
42,107,236,13192,209,1812576,22920,2008
42,107,2361,12174,193,1616206,20193,2008
42,107,237,1203,10,147817,1412,2008
42,107,2372,0,0,84553,461,2008
42,107,23721,0,0,84553,461,2008
42,107,2373,0,0,4836,107,2008
42,107,23731,0,0,4836,107,2008
42,107,2379,63,5,35237,453,2008
42,107,23799,63,5,35237,453,2008
42,107,238,37098,768,3728732,74006,2008
42,107,2381,5700,118,594696,10815,2008
42,107,2382,7698,144,682396,12378,2008
42,107,23821,2274,61,266709,5896,2008
42,107,23822,5016,77,372365,5769,2008
42,107,23829,408,6,39187,638,2008
42,107,2383,11669,250,1256163,28474,2008
42,107,2389,12031,256,1193867,22289,2008
42,107,484,27356,258,1695173,15910,2008
42,107,4841,20674,229,1545213,14306,2008
42,107,48411,5549,73,488362,5472,2008
42,107,4842,6682,29,148212,1583,2008
42,107,4853,129,11,149857,4439,2008
42,109,23,26844,464,5691525,98371,2008
42,109,236,8845,125,1812576,22920,2008
42,109,2361,7920,102,1616206,20193,2008
42,109,237,0,0,147817,1412,2008
42,109,2372,0,0,84553,461,2008
42,109,23721,0,0,84553,461,2008
42,109,2379,0,0,35237,453,2008
42,109,23799,0,0,35237,453,2008
42,109,238,17882,336,3728732,74006,2008
42,109,2381,2651,54,594696,10815,2008
42,109,2382,3313,50,682396,12378,2008
42,109,23821,711,22,266709,5896,2008
42,109,23822,2594,27,372365,5769,2008
42,109,23829,0,0,39187,638,2008
42,109,2383,6843,131,1256163,28474,2008
42,109,2389,5075,101,1193867,22289,2008
42,109,484,17190,144,1695173,15910,2008
42,109,4841,14907,123,1545213,14306,2008
42,109,48411,3876,33,488362,5472,2008
42,109,4842,2283,21,148212,1583,2008
42,109,4853,261,8,149857,4439,2008
42,111,23,30776,775,5691525,98371,2008
42,111,236,10273,210,1812576,22920,2008
42,111,2361,8302,184,1616206,20193,2008
42,111,237,211,11,147817,1412,2008
42,111,2371,0,0,5958,130,2008
42,111,2372,94,3,84553,461,2008
42,111,23721,94,3,84553,461,2008
42,111,2373,0,0,4836,107,2008
42,111,23731,0,0,4836,107,2008
42,111,2379,0,0,35237,453,2008
42,111,23799,0,0,35237,453,2008
42,111,238,20292,554,3728732,74006,2008
42,111,2381,4084,100,594696,10815,2008
42,111,2382,3222,79,682396,12378,2008
42,111,23821,824,28,266709,5896,2008
42,111,23822,2388,47,372365,5769,2008
42,111,23829,0,0,39187,638,2008
42,111,2383,6292,182,1256163,28474,2008
42,111,2389,6694,193,1193867,22289,2008
42,111,484,30474,239,1695173,15910,2008
42,111,4841,28136,219,1545213,14306,2008
42,111,48411,13424,106,488362,5472,2008
42,111,4842,2338,20,148212,1583,2008
42,111,4853,61,3,149857,4439,2008
42,113,23,4904,97,5691525,98371,2008
42,113,236,2305,29,1812576,22920,2008
42,113,2361,1711,23,1616206,20193,2008
42,113,238,2599,68,3728732,74006,2008
42,113,2381,331,9,594696,10815,2008
42,113,2382,567,10,682396,12378,2008
42,113,23821,0,0,266709,5896,2008
42,113,23822,436,8,372365,5769,2008
42,113,2383,1254,30,1256163,28474,2008
42,113,2389,447,19,1193867,22289,2008
42,113,484,1355,15,1695173,15910,2008
42,113,4841,1258,14,1545213,14306,2008
42,113,48411,0,0,488362,5472,2008
42,113,4842,0,0,148212,1583,2008
42,115,23,40167,688,5691525,98371,2008
42,115,236,15742,264,1812576,22920,2008
42,115,2361,13743,237,1616206,20193,2008
42,115,237,573,10,147817,1412,2008
42,115,2371,0,0,5958,130,2008
42,115,2372,0,0,84553,461,2008
42,115,23721,0,0,84553,461,2008
42,115,2373,0,0,4836,107,2008
42,115,23731,0,0,4836,107,2008
42,115,2379,507,6,35237,453,2008
42,115,23799,507,6,35237,453,2008
42,115,238,23852,414,3728732,74006,2008
42,115,2381,4773,77,594696,10815,2008
42,115,2382,3932,64,682396,12378,2008
42,115,23821,1262,23,266709,5896,2008
42,115,23822,2641,38,372365,5769,2008
42,115,23829,29,3,39187,638,2008
42,115,2383,5982,150,1256163,28474,2008
42,115,2389,9165,123,1193867,22289,2008
42,115,484,12433,114,1695173,15910,2008
42,115,4841,11520,106,1545213,14306,2008
42,115,48411,2260,28,488362,5472,2008
42,115,4842,913,8,148212,1583,2008
42,115,4853,121,3,149857,4439,2008
42,117,23,21804,450,5691525,98371,2008
42,117,236,6487,122,1812576,22920,2008
42,117,2361,5001,106,1616206,20193,2008
42,117,237,389,7,147817,1412,2008
42,117,2371,0,0,5958,130,2008
42,117,2372,0,0,84553,461,2008
42,117,23721,0,0,84553,461,2008
42,117,2379,265,5,35237,453,2008
42,117,23799,265,5,35237,453,2008
42,117,238,14928,321,3728732,74006,2008
42,117,2381,2538,61,594696,10815,2008
42,117,2382,2571,51,682396,12378,2008
42,117,23821,542,19,266709,5896,2008
42,117,23822,1844,27,372365,5769,2008
42,117,23829,185,5,39187,638,2008
42,117,2383,6004,111,1256163,28474,2008
42,117,2389,3815,98,1193867,22289,2008
42,117,484,14025,130,1695173,15910,2008
42,117,4841,13232,116,1545213,14306,2008
42,117,48411,2775,38,488362,5472,2008
42,117,4842,793,14,148212,1583,2008
42,119,23,27323,442,5691525,98371,2008
42,119,236,9695,115,1812576,22920,2008
42,119,2361,9439,104,1616206,20193,2008
42,119,237,1119,11,147817,1412,2008
42,119,2372,918,5,84553,461,2008
42,119,23721,918,5,84553,461,2008
42,119,2373,0,0,4836,107,2008
42,119,23731,0,0,4836,107,2008
42,119,2379,0,0,35237,453,2008
42,119,23799,0,0,35237,453,2008
42,119,238,16509,316,3728732,74006,2008
42,119,2381,4669,61,594696,10815,2008
42,119,2382,3141,52,682396,12378,2008
42,119,23821,430,20,266709,5896,2008
42,119,23822,2118,24,372365,5769,2008
42,119,23829,593,8,39187,638,2008
42,119,2383,3554,120,1256163,28474,2008
42,119,2389,5145,83,1193867,22289,2008
42,119,484,18143,152,1695173,15910,2008
42,119,4841,16367,134,1545213,14306,2008
42,119,48411,4347,40,488362,5472,2008
42,119,4842,1776,18,148212,1583,2008
42,119,4853,147,7,149857,4439,2008
42,121,23,23034,527,5691525,98371,2008
42,121,236,9696,182,1812576,22920,2008
42,121,2361,8374,160,1616206,20193,2008
42,121,237,763,10,147817,1412,2008
42,121,2371,0,0,5958,130,2008
42,121,2373,0,0,4836,107,2008
42,121,23731,0,0,4836,107,2008
42,121,2379,708,6,35237,453,2008
42,121,23799,708,6,35237,453,2008
42,121,238,12575,335,3728732,74006,2008
42,121,2381,2047,59,594696,10815,2008
42,121,2382,1363,44,682396,12378,2008
42,121,23821,625,18,266709,5896,2008
42,121,23822,698,22,372365,5769,2008
42,121,23829,0,0,39187,638,2008
42,121,2383,2775,93,1256163,28474,2008
42,121,2389,6390,139,1193867,22289,2008
42,121,484,12408,129,1695173,15910,2008
42,121,4841,11225,116,1545213,14306,2008
42,121,48411,2283,33,488362,5472,2008
42,121,4842,1183,13,148212,1583,2008
42,121,4853,0,0,149857,4439,2008
42,123,23,13723,352,5691525,98371,2008
42,123,236,4686,86,1812576,22920,2008
42,123,2361,3602,75,1616206,20193,2008
42,123,237,683,10,147817,1412,2008
42,123,2371,0,0,5958,130,2008
42,123,2372,0,0,84553,461,2008
42,123,23721,0,0,84553,461,2008
42,123,2373,0,0,4836,107,2008
42,123,23731,0,0,4836,107,2008
42,123,2379,150,3,35237,453,2008
42,123,23799,150,3,35237,453,2008
42,123,238,8354,256,3728732,74006,2008
42,123,2381,728,37,594696,10815,2008
42,123,2382,991,31,682396,12378,2008
42,123,23821,442,14,266709,5896,2008
42,123,23822,311,11,372365,5769,2008
42,123,23829,238,6,39187,638,2008
42,123,2383,1984,82,1256163,28474,2008
42,123,2389,4651,106,1193867,22289,2008
42,123,484,9908,81,1695173,15910,2008
42,123,4841,7962,70,1545213,14306,2008
42,123,48411,1431,19,488362,5472,2008
42,123,4842,1946,11,148212,1583,2008
42,123,4853,0,0,149857,4439,2008
42,125,23,108740,1783,5691525,98371,2008
42,125,236,38526,413,1812576,22920,2008
42,125,2361,32907,360,1616206,20193,2008
42,125,237,4924,38,147817,1412,2008
42,125,2371,409,7,5958,130,2008
42,125,2372,3177,12,84553,461,2008
42,125,23721,3177,12,84553,461,2008
42,125,2373,293,6,4836,107,2008
42,125,23731,293,6,4836,107,2008
42,125,2379,1045,13,35237,453,2008
42,125,23799,1045,13,35237,453,2008
42,125,238,65290,1332,3728732,74006,2008
42,125,2381,6830,164,594696,10815,2008
42,125,2382,16741,260,682396,12378,2008
42,125,23821,5317,117,266709,5896,2008
42,125,23822,10012,125,372365,5769,2008
42,125,23829,1412,18,39187,638,2008
42,125,2383,17310,458,1256163,28474,2008
42,125,2389,24409,450,1193867,22289,2008
42,125,484,24045,274,1695173,15910,2008
42,125,4841,21531,247,1545213,14306,2008
42,125,48411,7650,104,488362,5472,2008
42,125,4842,2514,27,148212,1583,2008
42,125,4853,506,23,149857,4439,2008
42,127,23,56739,937,5691525,98371,2008
42,127,236,23632,292,1812576,22920,2008
42,127,2361,22415,267,1616206,20193,2008
42,127,237,797,18,147817,1412,2008
42,127,2371,0,0,5958,130,2008
42,127,2372,0,0,84553,461,2008
42,127,23721,0,0,84553,461,2008
42,127,2379,488,13,35237,453,2008
42,127,23799,488,13,35237,453,2008
42,127,238,32310,627,3728732,74006,2008
42,127,2381,4696,105,594696,10815,2008
42,127,2382,7258,125,682396,12378,2008
42,127,23821,2836,50,266709,5896,2008
42,127,23822,4281,72,372365,5769,2008
42,127,23829,0,0,39187,638,2008
42,127,2383,12575,221,1256163,28474,2008
42,127,2389,7781,176,1193867,22289,2008
42,127,484,9339,87,1695173,15910,2008
42,127,4841,8087,77,1545213,14306,2008
42,127,48411,1632,29,488362,5472,2008
42,127,4842,1252,10,148212,1583,2008
42,127,4853,473,12,149857,4439,2008
42,129,23,154378,3080,5691525,98371,2008
42,129,236,45547,717,1812576,22920,2008
42,129,2361,40571,636,1616206,20193,2008
42,129,237,5892,68,147817,1412,2008
42,129,2371,628,10,5958,130,2008
42,129,2372,3608,24,84553,461,2008
42,129,23721,3608,24,84553,461,2008
42,129,2373,513,9,4836,107,2008
42,129,23731,513,9,4836,107,2008
42,129,2379,1143,25,35237,453,2008
42,129,23799,1143,25,35237,453,2008
42,129,238,102939,2295,3728732,74006,2008
42,129,2381,15171,329,594696,10815,2008
42,129,2382,21080,429,682396,12378,2008
42,129,23821,9028,212,266709,5896,2008
42,129,23822,11309,194,372365,5769,2008
42,129,23829,743,23,39187,638,2008
42,129,2383,23966,706,1256163,28474,2008
42,129,2389,42722,831,1193867,22289,2008
42,129,484,52929,512,1695173,15910,2008
42,129,4841,49884,477,1545213,14306,2008
42,129,48411,15485,175,488362,5472,2008
42,129,4842,3045,35,148212,1583,2008
42,129,4853,1366,43,149857,4439,2008
42,131,23,18058,346,5691525,98371,2008
42,131,236,5901,96,1812576,22920,2008
42,131,2361,5347,89,1616206,20193,2008
42,131,237,1435,6,147817,1412,2008
42,131,2372,1329,4,84553,461,2008
42,131,23721,1329,4,84553,461,2008
42,131,2379,0,0,35237,453,2008
42,131,23799,0,0,35237,453,2008
42,131,238,10722,244,3728732,74006,2008
42,131,2381,2293,45,594696,10815,2008
42,131,2382,1451,33,682396,12378,2008
42,131,23821,389,9,266709,5896,2008
42,131,23822,1057,22,372365,5769,2008
42,131,23829,0,0,39187,638,2008
42,131,2383,3153,73,1256163,28474,2008
42,131,2389,3825,93,1193867,22289,2008
42,131,484,11329,100,1695173,15910,2008
42,131,4841,11164,97,1545213,14306,2008
42,131,48411,1774,24,488362,5472,2008
42,131,4842,165,3,148212,1583,2008
42,133,23,209559,3597,5691525,98371,2008
