ST,CTY,NAICS,RCPTOT,ESTAB,Total_RCPTOT,Total_ESTAB,Year
39,123,2383,4241,84,962263,24968,2012
39,123,2389,5042,86,943256,18859,2012
39,123,484,7797,88,1938611,19922,2012
39,123,4841,6969,81,1809016,18077,2012
39,123,48411,1777,24,483368,5851,2012
39,123,4842,828,7,125299,1776,2012
39,123,4853,307,14,64409,2827,2012
39,125,23,6718,155,4508357,88675,2012
39,125,236,1701,39,1393550,21463,2012
39,125,2361,1387,34,1169393,18374,2012
39,125,237,0,0,116202,1387,2012
39,125,2371,0,0,8549,140,2012
39,125,2373,0,0,3122,61,2012
39,125,23731,0,0,3122,61,2012
39,125,2379,0,0,25102,368,2012
39,125,23799,0,0,25102,368,2012
39,125,238,4691,113,2993458,65774,2012
39,125,2381,1113,25,642602,12354,2012
39,125,2382,474,18,443279,9546,2012
39,125,23821,122,7,147217,3989,2012
39,125,23822,325,7,252055,4652,2012
39,125,23829,27,4,31151,577,2012
39,125,2383,1429,40,962263,24968,2012
39,125,2389,1675,30,943256,18859,2012
39,125,484,8317,71,1938611,19922,2012
39,125,4841,7527,62,1809016,18077,2012
39,125,48411,1633,16,483368,5851,2012
39,125,4842,790,9,125299,1776,2012
39,125,4853,0,0,64409,2827,2012
39,127,23,18374,456,4508357,88675,2012
39,127,236,6644,118,1393550,21463,2012
39,127,2361,5031,91,1169393,18374,2012
39,127,237,337,9,116202,1387,2012
39,127,2371,0,0,8549,140,2012
39,127,2372,0,0,52642,337,2012
39,127,23721,0,0,52642,337,2012
39,127,2379,292,5,25102,368,2012
39,127,23799,292,5,25102,368,2012
39,127,238,11393,329,2993458,65774,2012
39,127,2381,3413,72,642602,12354,2012
39,127,2382,1674,37,443279,9546,2012
39,127,23821,668,14,147217,3989,2012
39,127,23822,998,21,252055,4652,2012
39,127,23829,0,0,31151,577,2012
39,127,2383,3080,112,962263,24968,2012
39,127,2389,3226,108,943256,18859,2012
39,127,484,7338,84,1938611,19922,2012
39,127,4841,7174,76,1809016,18077,2012
39,127,48411,2181,26,483368,5851,2012
39,127,4842,164,8,125299,1776,2012
39,127,4853,0,0,64409,2827,2012
39,129,23,29629,530,4508357,88675,2012
39,129,236,7454,117,1393550,21463,2012
39,129,2361,6801,94,1169393,18374,2012
39,129,237,0,0,116202,1387,2012
39,129,2371,0,0,8549,140,2012
39,129,2379,0,0,25102,368,2012
39,129,23799,0,0,25102,368,2012
39,129,238,21135,410,2993458,65774,2012
39,129,2381,3539,58,642602,12354,2012
39,129,2382,4084,74,443279,9546,2012
39,129,23821,1518,30,147217,3989,2012
39,129,23822,2363,35,252055,4652,2012
39,129,23829,203,9,31151,577,2012
39,129,2383,6331,144,962263,24968,2012
39,129,2389,7181,134,943256,18859,2012
39,129,484,16639,141,1938611,19922,2012
39,129,4841,15207,129,1809016,18077,2012
39,129,48411,4936,46,483368,5851,2012
39,129,4842,1432,12,125299,1776,2012
39,129,4853,267,5,64409,2827,2012
39,131,23,9682,268,4508357,88675,2012
39,131,236,3931,89,1393550,21463,2012
39,131,2361,3328,70,1169393,18374,2012
39,131,237,175,10,116202,1387,2012
39,131,2371,0,0,8549,140,2012
39,131,2372,0,0,52642,337,2012
39,131,23721,0,0,52642,337,2012
39,131,2373,0,0,3122,61,2012
39,131,23731,0,0,3122,61,2012
39,131,2379,0,0,25102,368,2012
39,131,23799,0,0,25102,368,2012
39,131,238,5576,169,2993458,65774,2012
39,131,2381,743,32,642602,12354,2012
39,131,2382,2223,22,443279,9546,2012
39,131,23821,189,10,147217,3989,2012
39,131,23822,446,7,252055,4652,2012
39,131,23829,1588,5,31151,577,2012
39,131,2383,820,54,962263,24968,2012
39,131,2389,1790,61,943256,18859,2012
39,131,484,7211,82,1938611,19922,2012
39,131,4841,6593,75,1809016,18077,2012
39,131,48411,1242,26,483368,5851,2012
39,131,4842,618,7,125299,1776,2012
39,131,4853,0,0,64409,2827,2012
39,133,23,88673,1596,4508357,88675,2012
39,133,236,24667,355,1393550,21463,2012
39,133,2361,19774,305,1169393,18374,2012
39,133,237,2534,26,116202,1387,2012
39,133,2371,716,9,8549,140,2012
39,133,2372,1260,5,52642,337,2012
39,133,23721,1260,5,52642,337,2012
39,133,2373,0,0,3122,61,2012
39,133,23731,0,0,3122,61,2012
39,133,2379,415,9,25102,368,2012
39,133,23799,415,9,25102,368,2012
39,133,238,61472,1215,2993458,65774,2012
39,133,2381,13954,257,642602,12354,2012
39,133,2382,7357,144,443279,9546,2012
39,133,23821,3546,69,147217,3989,2012
39,133,23822,3263,65,252055,4652,2012
39,133,23829,548,10,31151,577,2012
39,133,2383,18979,423,962263,24968,2012
39,133,2389,21182,391,943256,18859,2012
39,133,484,26279,273,1938611,19922,2012
39,133,4841,24487,247,1809016,18077,2012
39,133,48411,6036,86,483368,5851,2012
39,133,4842,1792,26,125299,1776,2012
39,133,4853,675,29,64409,2827,2012
39,135,23,21910,468,4508357,88675,2012
39,135,236,5631,117,1393550,21463,2012
39,135,2361,4519,94,1169393,18374,2012
39,135,237,359,9,116202,1387,2012
39,135,2371,0,0,8549,140,2012
39,135,2372,0,0,52642,337,2012
39,135,23721,0,0,52642,337,2012
39,135,2373,0,0,3122,61,2012
39,135,23731,0,0,3122,61,2012
39,135,2379,0,0,25102,368,2012
39,135,23799,0,0,25102,368,2012
39,135,238,15920,342,2993458,65774,2012
39,135,2381,1454,51,642602,12354,2012
39,135,2382,2710,76,443279,9546,2012
39,135,23821,992,40,147217,3989,2012
39,135,23822,1698,34,252055,4652,2012
39,135,23829,0,0,31151,577,2012
39,135,2383,4706,96,962263,24968,2012
39,135,2389,7050,119,943256,18859,2012
39,135,484,23883,201,1938611,19922,2012
39,135,4841,22083,183,1809016,18077,2012
39,135,48411,7456,56,483368,5851,2012
39,135,4842,1800,18,125299,1776,2012
39,135,4853,0,0,64409,2827,2012
39,137,23,11634,234,4508357,88675,2012
39,137,236,2401,60,1393550,21463,2012
39,137,2361,2114,53,1169393,18374,2012
39,137,237,0,0,116202,1387,2012
39,137,2371,0,0,8549,140,2012
39,137,238,8949,173,2993458,65774,2012
39,137,2381,1647,35,642602,12354,2012
39,137,2382,854,23,443279,9546,2012
39,137,23821,511,15,147217,3989,2012
39,137,23822,301,6,252055,4652,2012
39,137,23829,0,0,31151,577,2012
39,137,2383,2234,56,962263,24968,2012
39,137,2389,4214,59,943256,18859,2012
39,137,484,10554,94,1938611,19922,2012
39,137,4841,10360,91,1809016,18077,2012
39,137,48411,2219,30,483368,5851,2012
39,137,4842,0,0,125299,1776,2012
39,139,23,46780,915,4508357,88675,2012
39,139,236,20159,259,1393550,21463,2012
39,139,2361,13547,206,1169393,18374,2012
39,139,237,226,7,116202,1387,2012
39,139,2372,86,4,52642,337,2012
39,139,23721,86,4,52642,337,2012
39,139,2379,0,0,25102,368,2012
39,139,23799,0,0,25102,368,2012
39,139,238,26395,649,2993458,65774,2012
39,139,2381,4555,136,642602,12354,2012
39,139,2382,4423,93,443279,9546,2012
39,139,23821,1799,42,147217,3989,2012
39,139,23822,2507,44,252055,4652,2012
39,139,23829,0,0,31151,577,2012
39,139,2383,7545,228,962263,24968,2012
39,139,2389,9872,192,943256,18859,2012
39,139,484,21758,222,1938611,19922,2012
39,139,4841,19588,196,1809016,18077,2012
39,139,48411,4281,52,483368,5851,2012
39,139,4842,2170,26,125299,1776,2012
39,139,4853,0,0,64409,2827,2012
39,141,23,22117,601,4508357,88675,2012
39,141,236,7350,178,1393550,21463,2012
39,141,2361,5353,151,1169393,18374,2012
39,141,237,642,14,116202,1387,2012
39,141,2371,0,0,8549,140,2012
39,141,2372,0,0,52642,337,2012
39,141,23721,0,0,52642,337,2012
39,141,2373,0,0,3122,61,2012
39,141,23731,0,0,3122,61,2012
39,141,2379,244,6,25102,368,2012
39,141,23799,244,6,25102,368,2012
39,141,238,14125,409,2993458,65774,2012
39,141,2381,2473,79,642602,12354,2012
39,141,2382,3404,74,443279,9546,2012
39,141,23821,880,35,147217,3989,2012
39,141,23822,1583,31,252055,4652,2012
39,141,23829,941,8,31151,577,2012
39,141,2383,3640,125,962263,24968,2012
39,141,2389,4608,131,943256,18859,2012
39,141,484,11800,129,1938611,19922,2012
39,141,4841,11626,121,1809016,18077,2012
39,141,48411,1814,36,483368,5851,2012
39,141,4842,174,8,125299,1776,2012
39,141,4853,144,12,64409,2827,2012
39,143,23,15020,415,4508357,88675,2012
39,143,236,5185,124,1393550,21463,2012
39,143,2361,4957,112,1169393,18374,2012
39,143,237,273,12,116202,1387,2012
39,143,2371,0,0,8549,140,2012
39,143,2372,181,4,52642,337,2012
39,143,23721,181,4,52642,337,2012
39,143,2373,0,0,3122,61,2012
39,143,23731,0,0,3122,61,2012
39,143,2379,0,0,25102,368,2012
39,143,23799,0,0,25102,368,2012
39,143,238,9562,279,2993458,65774,2012
39,143,2381,1431,48,642602,12354,2012
39,143,2382,2715,61,443279,9546,2012
39,143,23821,527,23,147217,3989,2012
39,143,23822,2064,34,252055,4652,2012
39,143,23829,124,4,31151,577,2012
39,143,2383,3054,96,962263,24968,2012
39,143,2389,2362,74,943256,18859,2012
39,143,484,12140,124,1938611,19922,2012
39,143,4841,11038,106,1809016,18077,2012
39,143,48411,1724,22,483368,5851,2012
39,143,4842,1102,18,125299,1776,2012
39,143,4853,0,0,64409,2827,2012
39,145,23,23723,615,4508357,88675,2012
39,145,236,9018,206,1393550,21463,2012
39,145,2361,4779,171,1169393,18374,2012
39,145,237,1804,23,116202,1387,2012
39,145,2371,156,5,8549,140,2012
39,145,2372,0,0,52642,337,2012
39,145,23721,0,0,52642,337,2012
39,145,2373,0,0,3122,61,2012
39,145,23731,0,0,3122,61,2012
39,145,2379,1442,13,25102,368,2012
39,145,23799,1442,13,25102,368,2012
39,145,238,12901,386,2993458,65774,2012
39,145,2381,1576,69,642602,12354,2012
39,145,2382,1571,48,443279,9546,2012
39,145,23821,265,14,147217,3989,2012
39,145,23822,1281,30,252055,4652,2012
39,145,23829,25,4,31151,577,2012
39,145,2383,4019,121,962263,24968,2012
39,145,2389,5735,148,943256,18859,2012
39,145,484,14470,141,1938611,19922,2012
39,145,4841,13871,132,1809016,18077,2012
39,145,48411,3449,40,483368,5851,2012
39,145,4842,599,9,125299,1776,2012
39,145,4853,0,0,64409,2827,2012
39,147,23,15526,425,4508357,88675,2012
39,147,236,5805,124,1393550,21463,2012
39,147,2361,5604,115,1169393,18374,2012
39,147,237,0,0,116202,1387,2012
39,147,2371,0,0,8549,140,2012
39,147,2372,0,0,52642,337,2012
39,147,23721,0,0,52642,337,2012
39,147,2379,0,0,25102,368,2012
39,147,23799,0,0,25102,368,2012
39,147,238,8939,292,2993458,65774,2012
39,147,2381,1273,45,642602,12354,2012
39,147,2382,1782,62,443279,9546,2012
39,147,23821,296,25,147217,3989,2012
39,147,23822,1467,35,252055,4652,2012
39,147,23829,0,0,31151,577,2012
39,147,2383,3138,89,962263,24968,2012
39,147,2389,2746,96,943256,18859,2012
39,147,484,14857,140,1938611,19922,2012
39,147,4841,13770,125,1809016,18077,2012
39,147,48411,2670,39,483368,5851,2012
39,147,4842,1087,15,125299,1776,2012
39,147,4853,0,0,64409,2827,2012
39,149,23,16388,320,4508357,88675,2012
39,149,236,4487,74,1393550,21463,2012
39,149,2361,3657,68,1169393,18374,2012
39,149,237,449,8,116202,1387,2012
39,149,2372,0,0,52642,337,2012
39,149,23721,0,0,52642,337,2012
39,149,2373,0,0,3122,61,2012
39,149,23731,0,0,3122,61,2012
39,149,2379,0,0,25102,368,2012
39,149,23799,0,0,25102,368,2012
39,149,238,11452,238,2993458,65774,2012
39,149,2381,1715,39,642602,12354,2012
39,149,2382,1279,36,443279,9546,2012
39,149,23821,444,16,147217,3989,2012
39,149,23822,0,0,252055,4652,2012
39,149,23829,0,0,31151,577,2012
39,149,2383,2562,78,962263,24968,2012
39,149,2389,5896,85,943256,18859,2012
39,149,484,12640,114,1938611,19922,2012
39,149,4841,11591,106,1809016,18077,2012
39,149,48411,4394,32,483368,5851,2012
39,149,4842,1049,8,125299,1776,2012
39,149,4853,0,0,64409,2827,2012
39,151,23,135965,2980,4508357,88675,2012
39,151,236,31719,613,1393550,21463,2012
39,151,2361,28047,514,1169393,18374,2012
39,151,237,4466,46,116202,1387,2012
39,151,2371,929,9,8549,140,2012
39,151,2372,2564,17,52642,337,2012
39,151,23721,2564,17,52642,337,2012
39,151,2373,0,0,3122,61,2012
39,151,23731,0,0,3122,61,2012
39,151,2379,864,15,25102,368,2012
39,151,23799,864,15,25102,368,2012
39,151,238,99780,2321,2993458,65774,2012
39,151,2381,20322,447,642602,12354,2012
39,151,2382,12157,295,443279,9546,2012
39,151,23821,3501,125,147217,3989,2012
39,151,23822,7755,141,252055,4652,2012
39,151,23829,901,29,31151,577,2012
39,151,2383,32975,900,962263,24968,2012
39,151,2389,34326,679,943256,18859,2012
39,151,484,58307,617,1938611,19922,2012
39,151,4841,54808,561,1809016,18077,2012
39,151,48411,12177,175,483368,5851,2012
39,151,4842,3499,56,125299,1776,2012
39,151,4853,832,37,64409,2827,2012
39,153,23,183119,3896,4508357,88675,2012
39,153,236,47640,828,1393550,21463,2012
39,153,2361,38597,713,1169393,18374,2012
39,153,237,5386,57,116202,1387,2012
39,153,2371,475,7,8549,140,2012
39,153,2372,3446,25,52642,337,2012
39,153,23721,3446,25,52642,337,2012
39,153,2373,0,0,3122,61,2012
39,153,23731,0,0,3122,61,2012
39,153,2379,0,0,25102,368,2012
39,153,23799,0,0,25102,368,2012
39,153,238,130093,3011,2993458,65774,2012
39,153,2381,24469,565,642602,12354,2012
39,153,2382,17395,402,443279,9546,2012
39,153,23821,7188,180,147217,3989,2012
39,153,23822,8544,187,252055,4652,2012
39,153,23829,1663,35,31151,577,2012
39,153,2383,48119,1213,962263,24968,2012
39,153,2389,40110,831,943256,18859,2012
39,153,484,67010,655,1938611,19922,2012
39,153,4841,62797,592,1809016,18077,2012
39,153,48411,21258,172,483368,5851,2012
39,153,4842,4213,63,125299,1776,2012
39,153,4853,2160,97,64409,2827,2012
39,155,23,97252,1910,4508357,88675,2012
39,155,236,30173,441,1393550,21463,2012
39,155,2361,26730,394,1169393,18374,2012
39,155,237,2065,26,116202,1387,2012
39,155,2371,0,0,8549,140,2012
39,155,2372,980,7,52642,337,2012
39,155,23721,980,7,52642,337,2012
39,155,2373,0,0,3122,61,2012
39,155,23731,0,0,3122,61,2012
39,155,2379,486,8,25102,368,2012
39,155,23799,486,8,25102,368,2012
39,155,238,65014,1443,2993458,65774,2012
39,155,2381,22285,387,642602,12354,2012
39,155,2382,7571,174,443279,9546,2012
39,155,23821,2342,66,147217,3989,2012
39,155,23822,4715,96,252055,4652,2012
39,155,23829,514,12,31151,577,2012
39,155,2383,19246,516,962263,24968,2012
39,155,2389,15912,366,943256,18859,2012
39,155,484,40641,437,1938611,19922,2012
39,155,4841,39339,403,1809016,18077,2012
39,155,48411,12918,145,483368,5851,2012
39,155,4842,1302,34,125299,1776,2012
39,155,4853,3840,161,64409,2827,2012
39,157,23,43658,727,4508357,88675,2012
39,157,236,16515,192,1393550,21463,2012
39,157,2361,15208,174,1169393,18374,2012
39,157,237,1562,21,116202,1387,2012
39,157,2371,136,9,8549,140,2012
39,157,2372,1210,6,52642,337,2012
39,157,23721,1210,6,52642,337,2012
39,157,2373,0,0,3122,61,2012
39,157,23731,0,0,3122,61,2012
39,157,2379,215,5,25102,368,2012
39,157,23799,215,5,25102,368,2012
39,157,238,25581,514,2993458,65774,2012
39,157,2381,8089,125,642602,12354,2012
39,157,2382,4204,76,443279,9546,2012
39,157,23821,1462,27,147217,3989,2012
39,157,23822,2581,42,252055,4652,2012
39,157,23829,161,7,31151,577,2012
39,157,2383,6641,173,962263,24968,2012
39,157,2389,6647,140,943256,18859,2012
39,157,484,27156,254,1938611,19922,2012
39,157,4841,25261,231,1809016,18077,2012
39,157,48411,9351,92,483368,5851,2012
39,157,4842,1895,23,125299,1776,2012
39,157,4853,756,29,64409,2827,2012
39,159,23,26309,451,4508357,88675,2012
39,159,236,9258,112,1393550,21463,2012
39,159,2361,7869,99,1169393,18374,2012
39,159,237,205,9,116202,1387,2012
39,159,2373,0,0,3122,61,2012
39,159,23731,0,0,3122,61,2012
39,159,2379,152,7,25102,368,2012
39,159,23799,152,7,25102,368,2012
39,159,238,16846,330,2993458,65774,2012
39,159,2381,3430,59,642602,12354,2012
39,159,2382,3029,52,443279,9546,2012
39,159,23821,1714,26,147217,3989,2012
39,159,23822,1290,21,252055,4652,2012
39,159,23829,0,0,31151,577,2012
39,159,2383,4918,120,962263,24968,2012
39,159,2389,5469,99,943256,18859,2012
39,159,484,10619,99,1938611,19922,2012
39,159,4841,9938,92,1809016,18077,2012
39,159,48411,3249,39,483368,5851,2012
39,159,4842,0,0,125299,1776,2012
39,159,4853,115,10,64409,2827,2012
39,161,23,10276,221,4508357,88675,2012
39,161,236,1748,45,1393550,21463,2012
39,161,2361,1353,37,1169393,18374,2012
39,161,237,0,0,116202,1387,2012
39,161,2372,0,0,52642,337,2012
39,161,23721,0,0,52642,337,2012
39,161,238,8467,174,2993458,65774,2012
39,161,2381,1815,43,642602,12354,2012
39,161,2382,1419,26,443279,9546,2012
39,161,23821,0,0,147217,3989,2012
39,161,23822,904,11,252055,4652,2012
39,161,23829,0,0,31151,577,2012
39,161,2383,2417,64,962263,24968,2012
39,161,2389,2816,41,943256,18859,2012
39,161,484,10221,89,1938611,19922,2012
39,161,4841,9142,83,1809016,18077,2012
39,161,48411,2601,27,483368,5851,2012
39,161,4842,1079,6,125299,1776,2012
39,161,4853,0,0,64409,2827,2012
39,163,23,6102,132,4508357,88675,2012
39,163,236,2577,39,1393550,21463,2012
39,163,2361,2538,36,1169393,18374,2012
39,163,237,0,0,116202,1387,2012
39,163,2371,0,0,8549,140,2012
39,163,238,3521,92,2993458,65774,2012
39,163,2381,538,24,642602,12354,2012
39,163,2382,866,19,443279,9546,2012
39,163,23821,0,0,147217,3989,2012
39,163,23822,424,10,252055,4652,2012
39,163,23829,0,0,31151,577,2012
39,163,2383,0,0,962263,24968,2012
39,163,2389,1040,28,943256,18859,2012
39,163,484,3086,43,1938611,19922,2012
39,163,4841,2709,40,1809016,18077,2012
39,163,48411,1141,22,483368,5851,2012
39,163,4842,377,3,125299,1776,2012
39,165,23,111392,1684,4508357,88675,2012
39,165,236,42428,439,1393550,21463,2012
39,165,2361,36383,371,1169393,18374,2012
39,165,237,2290,31,116202,1387,2012
39,165,2371,214,6,8549,140,2012
39,165,2372,1305,12,52642,337,2012
39,165,23721,1305,12,52642,337,2012
39,165,2373,0,0,3122,61,2012
39,165,23731,0,0,3122,61,2012
39,165,2379,603,10,25102,368,2012
39,165,23799,603,10,25102,368,2012
39,165,238,66674,1214,2993458,65774,2012
39,165,2381,14790,203,642602,12354,2012
39,165,2382,9455,188,443279,9546,2012
39,165,23821,2865,74,147217,3989,2012
39,165,23822,5756,99,252055,4652,2012
39,165,23829,834,15,31151,577,2012
39,165,2383,19308,410,962263,24968,2012
39,165,2389,23121,413,943256,18859,2012
39,165,484,34156,305,1938611,19922,2012
39,165,4841,30405,263,1809016,18077,2012
39,165,48411,8335,88,483368,5851,2012
39,165,4842,3751,42,125299,1776,2012
39,165,4853,585,17,64409,2827,2012
39,167,23,17994,431,4508357,88675,2012
39,167,236,7937,137,1393550,21463,2012
39,167,2361,7420,121,1169393,18374,2012
39,167,237,302,10,116202,1387,2012
39,167,2371,25,5,8549,140,2012
39,167,2373,0,0,3122,61,2012
39,167,23731,0,0,3122,61,2012
39,167,2379,0,0,25102,368,2012
39,167,23799,0,0,25102,368,2012
39,167,238,9755,284,2993458,65774,2012
39,167,2381,1549,39,642602,12354,2012
39,167,2382,2033,38,443279,9546,2012
39,167,23821,806,15,147217,3989,2012
39,167,23822,607,19,252055,4652,2012
39,167,23829,0,0,31151,577,2012
39,167,2383,2021,84,962263,24968,2012
39,167,2389,4152,123,943256,18859,2012
39,167,484,14436,127,1938611,19922,2012
39,167,4841,12607,113,1809016,18077,2012
39,167,48411,4762,49,483368,5851,2012
39,167,4842,1829,14,125299,1776,2012
39,167,4853,0,0,64409,2827,2012
39,169,23,72708,1212,4508357,88675,2012
39,169,236,25208,257,1393550,21463,2012
39,169,2361,20270,217,1169393,18374,2012
39,169,237,1212,17,116202,1387,2012
39,169,2371,0,0,8549,140,2012
39,169,2372,202,6,52642,337,2012
39,169,23721,202,6,52642,337,2012
39,169,2373,0,0,3122,61,2012
39,169,23731,0,0,3122,61,2012
39,169,2379,0,0,25102,368,2012
39,169,23799,0,0,25102,368,2012
39,169,238,46288,938,2993458,65774,2012
39,169,2381,14251,233,642602,12354,2012
39,169,2382,5186,123,443279,9546,2012
39,169,23821,1442,60,147217,3989,2012
39,169,23822,2902,57,252055,4652,2012
39,169,23829,842,6,31151,577,2012
39,169,2383,14233,326,962263,24968,2012
39,169,2389,12618,256,943256,18859,2012
39,169,484,37634,390,1938611,19922,2012
39,169,4841,35486,355,1809016,18077,2012
39,169,48411,10356,136,483368,5851,2012
39,169,4842,2148,35,125299,1776,2012
39,169,4853,1797,90,64409,2827,2012
39,171,23,13108,304,4508357,88675,2012
39,171,236,3661,87,1393550,21463,2012
39,171,2361,3231,84,1169393,18374,2012
39,171,237,662,15,116202,1387,2012
39,171,2371,0,0,8549,140,2012
39,171,2372,0,0,52642,337,2012
39,171,23721,0,0,52642,337,2012
39,171,2379,636,10,25102,368,2012
39,171,23799,636,10,25102,368,2012
39,171,238,8785,202,2993458,65774,2012
39,171,2381,955,34,642602,12354,2012
39,171,2382,2531,35,443279,9546,2012
39,171,23821,978,16,147217,3989,2012
39,171,23822,1182,17,252055,4652,2012
39,171,23829,0,0,31151,577,2012
39,171,2383,1777,63,962263,24968,2012
39,171,2389,3522,70,943256,18859,2012
39,171,484,16485,142,1938611,19922,2012
39,171,4841,15693,132,1809016,18077,2012
39,171,48411,2191,27,483368,5851,2012
39,171,4842,792,10,125299,1776,2012
39,173,23,32609,731,4508357,88675,2012
39,173,236,10736,185,1393550,21463,2012
39,173,2361,8684,154,1169393,18374,2012
39,173,237,657,14,116202,1387,2012
39,173,2371,0,0,8549,140,2012
39,173,2372,381,6,52642,337,2012
39,173,23721,381,6,52642,337,2012
39,173,2373,0,0,3122,61,2012
39,173,23731,0,0,3122,61,2012
39,173,2379,197,4,25102,368,2012
39,173,23799,197,4,25102,368,2012
39,173,238,21216,532,2993458,65774,2012
39,173,2381,5860,100,642602,12354,2012
39,173,2382,3961,100,443279,9546,2012
39,173,23821,1794,52,147217,3989,2012
39,173,23822,1842,42,252055,4652,2012
39,173,23829,0,0,31151,577,2012
39,173,2383,5770,196,962263,24968,2012
39,173,2389,5625,136,943256,18859,2012
39,173,484,22597,213,1938611,19922,2012
39,173,4841,21090,188,1809016,18077,2012
39,173,48411,3592,51,483368,5851,2012
39,173,4842,1507,25,125299,1776,2012
39,173,4853,211,16,64409,2827,2012
39,175,23,8605,194,4508357,88675,2012
39,175,236,2552,61,1393550,21463,2012
39,175,2361,2041,48,1169393,18374,2012
39,175,237,298,6,116202,1387,2012
39,175,2371,0,0,8549,140,2012
39,175,2372,0,0,52642,337,2012
39,175,23721,0,0,52642,337,2012
39,175,2373,0,0,3122,61,2012
39,175,23731,0,0,3122,61,2012
39,175,2379,0,0,25102,368,2012
39,175,23799,0,0,25102,368,2012
39,175,238,5755,127,2993458,65774,2012
39,175,2381,1059,26,642602,12354,2012
39,175,2382,1248,28,443279,9546,2012
39,175,23821,234,13,147217,3989,2012
39,175,23822,932,13,252055,4652,2012
39,175,23829,0,0,31151,577,2012
39,175,2383,1348,37,962263,24968,2012
39,175,2389,2100,36,943256,18859,2012
39,175,484,8253,81,1938611,19922,2012
39,175,4841,7505,77,1809016,18077,2012
39,175,48411,2898,28,483368,5851,2012
39,175,4842,748,4,125299,1776,2012
39,175,4853,0,0,64409,2827,2012
42,1,23,63294,1003,5254118,91156,2012
42,1,236,20144,269,1666372,22248,2012
42,1,2361,18527,246,1457538,19758,2012
42,1,237,1656,12,132133,1301,2012
42,1,2371,0,0,3572,71,2012
42,1,2372,995,6,79522,374,2012
42,1,23721,995,6,79522,374,2012
42,1,2373,380,3,6279,99,2012
42,1,23731,380,3,6279,99,2012
42,1,2379,0,0,24871,386,2012
42,1,23799,0,0,24871,386,2012
42,1,238,41494,722,3453497,67569,2012
42,1,2381,7477,111,545561,9635,2012
42,1,2382,7775,139,659205,12110,2012
42,1,23821,2890,62,260382,5721,2012
42,1,23822,4188,67,357665,5646,2012
42,1,23829,697,10,32386,579,2012
42,1,2383,12067,248,1121919,25004,2012
42,1,2389,14175,224,1125590,20790,2012
42,1,484,27633,199,1518290,14058,2012
42,1,4841,26063,181,1400913,12666,2012
42,1,48411,8994,69,449954,5023,2012
42,1,4842,1570,18,115183,1362,2012
42,1,4853,541,5,195967,5310,2012
42,3,23,354656,6764,5254118,91156,2012
42,3,236,96760,1549,1666372,22248,2012
42,3,2361,84541,1393,1457538,19758,2012
42,3,237,12209,95,132133,1301,2012
42,3,2371,762,6,3572,71,2012
42,3,2372,8095,37,79522,374,2012
42,3,23721,8095,37,79522,374,2012
42,3,2373,716,17,6279,99,2012
42,3,23731,716,17,6279,99,2012
42,3,2379,2636,35,24871,386,2012
42,3,23799,2636,35,24871,386,2012
42,3,238,245687,5120,3453497,67569,2012
42,3,2381,32636,619,545561,9635,2012
42,3,2382,49798,988,659205,12110,2012
42,3,23821,18943,472,260382,5721,2012
42,3,23822,26772,471,357665,5646,2012
42,3,23829,4083,45,32386,579,2012
42,3,2383,84010,1948,1121919,25004,2012
42,3,2389,79243,1565,1125590,20790,2012
42,3,484,52161,591,1518290,14058,2012
42,3,4841,45560,515,1400913,12666,2012
42,3,48411,15969,227,449954,5023,2012
42,3,4842,6601,76,115183,1362,2012
42,3,4853,12628,435,195967,5310,2012
42,5,23,25112,581,5254118,91156,2012
42,5,236,7549,125,1666372,22248,2012
42,5,2361,6834,110,1457538,19758,2012
42,5,237,773,20,132133,1301,2012
42,5,2371,412,6,3572,71,2012
42,5,2372,0,0,79522,374,2012
42,5,23721,0,0,79522,374,2012
42,5,2373,76,4,6279,99,2012
42,5,23731,76,4,6279,99,2012
42,5,2379,159,7,24871,386,2012
42,5,23799,159,7,24871,386,2012
42,5,238,16790,436,3453497,67569,2012
42,5,2381,2447,69,545561,9635,2012
42,5,2382,3361,73,659205,12110,2012
42,5,23821,1154,26,260382,5721,2012
42,5,23822,1908,36,357665,5646,2012
42,5,23829,299,11,32386,579,2012
42,5,2383,4587,126,1121919,25004,2012
42,5,2389,6395,168,1125590,20790,2012
42,5,484,16698,138,1518290,14058,2012
42,5,4841,16025,130,1400913,12666,2012
42,5,48411,6250,62,449954,5023,2012
42,5,4842,673,8,115183,1362,2012
42,5,4853,0,0,195967,5310,2012
42,7,23,68805,1275,5254118,91156,2012
42,7,236,17024,273,1666372,22248,2012
42,7,2361,14059,236,1457538,19758,2012
42,7,237,1837,21,132133,1301,2012
42,7,2371,0,0,3572,71,2012
42,7,2372,1280,7,79522,374,2012
42,7,23721,1280,7,79522,374,2012
42,7,2373,0,0,6279,99,2012
42,7,23731,0,0,6279,99,2012
42,7,2379,367,7,24871,386,2012
42,7,23799,367,7,24871,386,2012
42,7,238,49944,981,3453497,67569,2012
42,7,2381,7835,136,545561,9635,2012
42,7,2382,8268,175,659205,12110,2012
42,7,23821,3049,74,260382,5721,2012
42,7,23822,4822,89,357665,5646,2012
42,7,23829,397,12,32386,579,2012
42,7,2383,19758,382,1121919,25004,2012
42,7,2389,14083,288,1125590,20790,2012
42,7,484,20521,201,1518290,14058,2012
42,7,4841,19293,187,1400913,12666,2012
