"ST","CTY","NAICS","Total_RCPTOT","Total_ESTAB","Year"
17,79,"237",137824,1222,2004
17,79,"2371",1572,48,2004
17,79,"2379",22994,294,2004
17,79,"23799",22994,294,2004
17,79,"238",2746549,64841,2004
17,79,"2381",482505,10300,2004
17,79,"2382",429541,9846,2004
17,79,"23822",200613,4014,2004
17,79,"23829",13532,298,2004
17,79,"2383",1076148,27985,2004
17,79,"2389",756419,16569,2004
17,79,"484",1472722,18906,2004
17,79,"4841",1672228,21229,2004
17,79,"48411",548274,7839,2004
17,79,"4842",97526,1393,2004
17,79,"4853",294644,11060,2004
17,81,"23",5020463,96951,2004
17,81,"236",1868887,25572,2004
17,81,"2361",1708839,22752,2004
17,81,"237",137824,1222,2004
17,81,"2371",1572,48,2004
17,81,"2372",71492,375,2004
17,81,"23721",71492,375,2004
17,81,"2373",4117,89,2004
17,81,"23731",4117,89,2004
17,81,"2379",22994,294,2004
17,81,"23799",22994,294,2004
17,81,"238",2746549,64841,2004
17,81,"2381",482505,10300,2004
17,81,"2382",429541,9846,2004
17,81,"23821",160414,3993,2004
17,81,"23822",200613,4014,2004
17,81,"23829",13532,298,2004
17,81,"2383",1076148,27985,2004
17,81,"2389",756419,16569,2004
17,81,"484",1472722,18906,2004
17,81,"4841",1672228,21229,2004
17,81,"48411",548274,7839,2004
17,81,"4842",97526,1393,2004
17,81,"4853",294644,11060,2004
17,83,"23",5020463,96951,2004
17,83,"236",1868887,25572,2004
17,83,"2361",1708839,22752,2004
17,83,"237",137824,1222,2004
17,83,"2372",71492,375,2004
17,83,"23721",71492,375,2004
17,83,"2379",22994,294,2004
17,83,"23799",22994,294,2004
17,83,"238",2746549,64841,2004
17,83,"2381",482505,10300,2004
17,83,"2382",429541,9846,2004
17,83,"23821",160414,3993,2004
17,83,"23822",200613,4014,2004
17,83,"2383",1076148,27985,2004
17,83,"2389",756419,16569,2004
17,83,"484",1472722,18906,2004
17,83,"4841",1672228,21229,2004
17,83,"48411",548274,7839,2004
17,83,"4842",97526,1393,2004
17,83,"4853",294644,11060,2004
17,85,"23",5020463,96951,2004
17,85,"236",1868887,25572,2004
17,85,"2361",1708839,22752,2004
17,85,"237",137824,1222,2004
17,85,"2371",1572,48,2004
17,85,"2372",71492,375,2004
17,85,"23721",71492,375,2004
17,85,"2379",22994,294,2004
17,85,"23799",22994,294,2004
17,85,"238",2746549,64841,2004
17,85,"2381",482505,10300,2004
17,85,"2382",429541,9846,2004
17,85,"23821",160414,3993,2004
17,85,"23822",200613,4014,2004
17,85,"2383",1076148,27985,2004
17,85,"2389",756419,16569,2004
17,85,"484",1472722,18906,2004
17,85,"4841",1672228,21229,2004
17,85,"48411",548274,7839,2004
17,85,"4842",97526,1393,2004
17,87,"23",5020463,96951,2004
17,87,"236",1868887,25572,2004
17,87,"2361",1708839,22752,2004
17,87,"237",137824,1222,2004
17,87,"2372",71492,375,2004
17,87,"23721",71492,375,2004
17,87,"2373",4117,89,2004
17,87,"23731",4117,89,2004
17,87,"2379",22994,294,2004
17,87,"23799",22994,294,2004
17,87,"238",2746549,64841,2004
17,87,"2381",482505,10300,2004
17,87,"2382",429541,9846,2004
17,87,"23821",160414,3993,2004
17,87,"23822",200613,4014,2004
17,87,"23829",13532,298,2004
17,87,"2383",1076148,27985,2004
17,87,"2389",756419,16569,2004
17,87,"484",1472722,18906,2004
17,87,"4841",1672228,21229,2004
17,87,"48411",548274,7839,2004
17,87,"4842",97526,1393,2004
17,89,"23",5020463,96951,2004
17,89,"236",1868887,25572,2004
17,89,"2361",1708839,22752,2004
17,89,"237",137824,1222,2004
17,89,"2371",1572,48,2004
17,89,"2372",71492,375,2004
17,89,"23721",71492,375,2004
17,89,"2373",4117,89,2004
17,89,"23731",4117,89,2004
17,89,"2379",22994,294,2004
17,89,"23799",22994,294,2004
17,89,"238",2746549,64841,2004
17,89,"2381",482505,10300,2004
17,89,"2382",429541,9846,2004
17,89,"23821",160414,3993,2004
17,89,"23822",200613,4014,2004
17,89,"23829",13532,298,2004
17,89,"2383",1076148,27985,2004
17,89,"2389",756419,16569,2004
17,89,"484",1472722,18906,2004
17,89,"4841",1672228,21229,2004
17,89,"48411",548274,7839,2004
17,89,"4842",97526,1393,2004
17,89,"4853",294644,11060,2004
17,91,"23",5020463,96951,2004
17,91,"236",1868887,25572,2004
17,91,"2361",1708839,22752,2004
17,91,"237",137824,1222,2004
17,91,"2372",71492,375,2004
17,91,"23721",71492,375,2004
17,91,"2373",4117,89,2004
17,91,"23731",4117,89,2004
17,91,"2379",22994,294,2004
17,91,"23799",22994,294,2004
17,91,"238",2746549,64841,2004
17,91,"2381",482505,10300,2004
17,91,"2382",429541,9846,2004
17,91,"23821",160414,3993,2004
17,91,"23822",200613,4014,2004
17,91,"23829",13532,298,2004
17,91,"2383",1076148,27985,2004
17,91,"2389",756419,16569,2004
17,91,"484",1472722,18906,2004
17,91,"4841",1672228,21229,2004
17,91,"48411",548274,7839,2004
17,91,"4842",97526,1393,2004
17,91,"4853",294644,11060,2004
17,93,"23",5020463,96951,2004
17,93,"236",1868887,25572,2004
17,93,"2361",1708839,22752,2004
17,93,"237",137824,1222,2004
17,93,"2371",1572,48,2004
17,93,"2372",71492,375,2004
17,93,"23721",71492,375,2004
17,93,"2373",4117,89,2004
17,93,"23731",4117,89,2004
17,93,"2379",22994,294,2004
17,93,"23799",22994,294,2004
17,93,"238",2746549,64841,2004
17,93,"2381",482505,10300,2004
17,93,"2382",429541,9846,2004
17,93,"23821",160414,3993,2004
17,93,"23822",200613,4014,2004
17,93,"23829",13532,298,2004
17,93,"2383",1076148,27985,2004
17,93,"2389",756419,16569,2004
17,93,"484",1472722,18906,2004
17,93,"4841",1672228,21229,2004
17,93,"48411",548274,7839,2004
17,93,"4842",97526,1393,2004
17,93,"4853",294644,11060,2004
17,95,"23",5020463,96951,2004
17,95,"236",1868887,25572,2004
17,95,"2361",1708839,22752,2004
17,95,"237",137824,1222,2004
17,95,"2371",1572,48,2004
17,95,"2372",71492,375,2004
17,95,"23721",71492,375,2004
17,95,"2379",22994,294,2004
17,95,"23799",22994,294,2004
17,95,"238",2746549,64841,2004
17,95,"2381",482505,10300,2004
17,95,"2382",429541,9846,2004
17,95,"23821",160414,3993,2004
17,95,"23822",200613,4014,2004
17,95,"23829",13532,298,2004
17,95,"2383",1076148,27985,2004
17,95,"2389",756419,16569,2004
17,95,"484",1472722,18906,2004
17,95,"4841",1672228,21229,2004
17,95,"48411",548274,7839,2004
17,95,"4842",97526,1393,2004
17,95,"4853",294644,11060,2004
17,97,"23",5020463,96951,2004
17,97,"236",1868887,25572,2004
17,97,"2361",1708839,22752,2004
17,97,"237",137824,1222,2004
17,97,"2371",1572,48,2004
17,97,"2372",71492,375,2004
17,97,"23721",71492,375,2004
17,97,"2373",4117,89,2004
17,97,"23731",4117,89,2004
17,97,"2379",22994,294,2004
17,97,"23799",22994,294,2004
17,97,"238",2746549,64841,2004
17,97,"2381",482505,10300,2004
17,97,"2382",429541,9846,2004
17,97,"23821",160414,3993,2004
17,97,"23822",200613,4014,2004
17,97,"23829",13532,298,2004
17,97,"2383",1076148,27985,2004
17,97,"2389",756419,16569,2004
17,97,"484",1472722,18906,2004
17,97,"4841",1672228,21229,2004
17,97,"48411",548274,7839,2004
17,97,"4842",97526,1393,2004
17,97,"4853",294644,11060,2004
17,99,"23",5020463,96951,2004
17,99,"236",1868887,25572,2004
17,99,"2361",1708839,22752,2004
17,99,"237",137824,1222,2004
17,99,"2371",1572,48,2004
17,99,"2372",71492,375,2004
17,99,"23721",71492,375,2004
17,99,"2373",4117,89,2004
17,99,"23731",4117,89,2004
17,99,"2379",22994,294,2004
17,99,"23799",22994,294,2004
17,99,"238",2746549,64841,2004
17,99,"2381",482505,10300,2004
17,99,"2382",429541,9846,2004
17,99,"23821",160414,3993,2004
17,99,"23822",200613,4014,2004
17,99,"23829",13532,298,2004
17,99,"2383",1076148,27985,2004
17,99,"2389",756419,16569,2004
17,99,"484",1472722,18906,2004
17,99,"4841",1672228,21229,2004
17,99,"48411",548274,7839,2004
17,99,"4842",97526,1393,2004
17,99,"4853",294644,11060,2004
17,101,"23",5020463,96951,2004
17,101,"236",1868887,25572,2004
17,101,"2361",1708839,22752,2004
17,101,"237",137824,1222,2004
17,101,"2371",1572,48,2004
17,101,"2372",71492,375,2004
17,101,"23721",71492,375,2004
17,101,"2379",22994,294,2004
17,101,"23799",22994,294,2004
17,101,"238",2746549,64841,2004
17,101,"2381",482505,10300,2004
17,101,"2382",429541,9846,2004
17,101,"23821",160414,3993,2004
17,101,"23822",200613,4014,2004
17,101,"2383",1076148,27985,2004
17,101,"2389",756419,16569,2004
17,101,"484",1472722,18906,2004
17,101,"4841",1672228,21229,2004
17,101,"48411",548274,7839,2004
17,101,"4842",97526,1393,2004
17,101,"4853",294644,11060,2004
17,103,"23",5020463,96951,2004
17,103,"236",1868887,25572,2004
17,103,"2361",1708839,22752,2004
17,103,"237",137824,1222,2004
17,103,"2372",71492,375,2004
17,103,"23721",71492,375,2004
17,103,"2373",4117,89,2004
17,103,"23731",4117,89,2004
17,103,"2379",22994,294,2004
17,103,"23799",22994,294,2004
17,103,"238",2746549,64841,2004
17,103,"2381",482505,10300,2004
17,103,"2382",429541,9846,2004
17,103,"23821",160414,3993,2004
17,103,"23822",200613,4014,2004
17,103,"23829",13532,298,2004
17,103,"2383",1076148,27985,2004
17,103,"2389",756419,16569,2004
17,103,"484",1472722,18906,2004
17,103,"4841",1672228,21229,2004
17,103,"48411",548274,7839,2004
17,103,"4842",97526,1393,2004
17,103,"4853",294644,11060,2004
17,105,"23",5020463,96951,2004
17,105,"236",1868887,25572,2004
17,105,"2361",1708839,22752,2004
17,105,"237",137824,1222,2004
17,105,"2372",71492,375,2004
17,105,"23721",71492,375,2004
17,105,"2373",4117,89,2004
17,105,"23731",4117,89,2004
17,105,"2379",22994,294,2004
17,105,"23799",22994,294,2004
17,105,"238",2746549,64841,2004
17,105,"2381",482505,10300,2004
17,105,"2382",429541,9846,2004
17,105,"23821",160414,3993,2004
17,105,"23822",200613,4014,2004
17,105,"23829",13532,298,2004
17,105,"2383",1076148,27985,2004
17,105,"2389",756419,16569,2004
17,105,"484",1472722,18906,2004
17,105,"4841",1672228,21229,2004
17,105,"48411",548274,7839,2004
17,105,"4842",97526,1393,2004
17,105,"4853",294644,11060,2004
17,107,"23",5020463,96951,2004
17,107,"236",1868887,25572,2004
17,107,"2361",1708839,22752,2004
17,107,"237",137824,1222,2004
17,107,"2372",71492,375,2004
17,107,"23721",71492,375,2004
17,107,"2373",4117,89,2004
17,107,"23731",4117,89,2004
17,107,"2379",22994,294,2004
17,107,"23799",22994,294,2004
17,107,"238",2746549,64841,2004
17,107,"2381",482505,10300,2004
17,107,"2382",429541,9846,2004
17,107,"23821",160414,3993,2004
17,107,"23822",200613,4014,2004
17,107,"2383",1076148,27985,2004
17,107,"2389",756419,16569,2004
17,107,"484",1472722,18906,2004
17,107,"4841",1672228,21229,2004
17,107,"48411",548274,7839,2004
17,107,"4842",97526,1393,2004
17,107,"4853",294644,11060,2004
17,109,"23",5020463,96951,2004
17,109,"236",1868887,25572,2004
17,109,"2361",1708839,22752,2004
17,109,"237",137824,1222,2004
17,109,"2372",71492,375,2004
17,109,"23721",71492,375,2004
17,109,"2373",4117,89,2004
17,109,"23731",4117,89,2004
17,109,"2379",22994,294,2004
17,109,"23799",22994,294,2004
17,109,"238",2746549,64841,2004
17,109,"2381",482505,10300,2004
17,109,"2382",429541,9846,2004
17,109,"23821",160414,3993,2004
17,109,"23822",200613,4014,2004
17,109,"2383",1076148,27985,2004
17,109,"2389",756419,16569,2004
17,109,"484",1472722,18906,2004
17,109,"4841",1672228,21229,2004
17,109,"48411",548274,7839,2004
17,109,"4842",97526,1393,2004
17,109,"4853",294644,11060,2004
17,111,"23",5020463,96951,2004
17,111,"236",1868887,25572,2004
17,111,"2361",1708839,22752,2004
17,111,"237",137824,1222,2004
17,111,"2371",1572,48,2004
17,111,"2372",71492,375,2004
17,111,"23721",71492,375,2004
17,111,"2373",4117,89,2004
17,111,"23731",4117,89,2004
17,111,"2379",22994,294,2004
17,111,"23799",22994,294,2004
17,111,"238",2746549,64841,2004
17,111,"2381",482505,10300,2004
17,111,"2382",429541,9846,2004
17,111,"23821",160414,3993,2004
17,111,"23822",200613,4014,2004
17,111,"23829",13532,298,2004
17,111,"2383",1076148,27985,2004
17,111,"2389",756419,16569,2004
17,111,"484",1472722,18906,2004
17,111,"4841",1672228,21229,2004
17,111,"48411",548274,7839,2004
17,111,"4842",97526,1393,2004
17,111,"4853",294644,11060,2004
17,113,"23",5020463,96951,2004
17,113,"236",1868887,25572,2004
17,113,"2361",1708839,22752,2004
17,113,"237",137824,1222,2004
17,113,"2372",71492,375,2004
17,113,"23721",71492,375,2004
17,113,"2379",22994,294,2004
17,113,"23799",22994,294,2004
17,113,"238",2746549,64841,2004
17,113,"2381",482505,10300,2004
17,113,"2382",429541,9846,2004
17,113,"23821",160414,3993,2004
17,113,"23822",200613,4014,2004
17,113,"23829",13532,298,2004
17,113,"2383",1076148,27985,2004
17,113,"2389",756419,16569,2004
17,113,"484",1472722,18906,2004
17,113,"4841",1672228,21229,2004
17,113,"48411",548274,7839,2004
17,113,"4842",97526,1393,2004
17,113,"4853",294644,11060,2004
17,115,"23",5020463,96951,2004
17,115,"236",1868887,25572,2004
17,115,"2361",1708839,22752,2004
17,115,"237",137824,1222,2004
17,115,"2372",71492,375,2004
17,115,"23721",71492,375,2004
17,115,"2373",4117,89,2004
17,115,"23731",4117,89,2004
17,115,"2379",22994,294,2004
17,115,"23799",22994,294,2004
17,115,"238",2746549,64841,2004
17,115,"2381",482505,10300,2004
17,115,"2382",429541,9846,2004
17,115,"23821",160414,3993,2004
17,115,"23822",200613,4014,2004
17,115,"23829",13532,298,2004
17,115,"2383",1076148,27985,2004
17,115,"2389",756419,16569,2004
17,115,"484",1472722,18906,2004
17,115,"4841",1672228,21229,2004
17,115,"48411",548274,7839,2004
17,115,"4842",97526,1393,2004
17,115,"4853",294644,11060,2004
17,117,"23",5020463,96951,2004
17,117,"236",1868887,25572,2004
17,117,"2361",1708839,22752,2004
17,117,"237",137824,1222,2004
17,117,"2371",1572,48,2004
17,117,"2372",71492,375,2004
17,117,"23721",71492,375,2004
17,117,"2373",4117,89,2004
17,117,"23731",4117,89,2004
17,117,"2379",22994,294,2004
17,117,"23799",22994,294,2004
17,117,"238",2746549,64841,2004
17,117,"2381",482505,10300,2004
17,117,"2382",429541,9846,2004
17,117,"23821",160414,3993,2004
17,117,"23822",200613,4014,2004
17,117,"23829",13532,298,2004
17,117,"2383",1076148,27985,2004
17,117,"2389",756419,16569,2004
17,117,"484",1472722,18906,2004
17,117,"4841",1672228,21229,2004
17,117,"48411",548274,7839,2004
17,117,"4842",97526,1393,2004
17,119,"23",5020463,96951,2004
17,119,"236",1868887,25572,2004
17,119,"2361",1708839,22752,2004
17,119,"237",137824,1222,2004
17,119,"2371",1572,48,2004
17,119,"2372",71492,375,2004
17,119,"23721",71492,375,2004
17,119,"2373",4117,89,2004
17,119,"23731",4117,89,2004
17,119,"2379",22994,294,2004
17,119,"23799",22994,294,2004
17,119,"238",2746549,64841,2004
17,119,"2381",482505,10300,2004
17,119,"2382",429541,9846,2004
17,119,"23821",160414,3993,2004
17,119,"23822",200613,4014,2004
17,119,"23829",13532,298,2004
17,119,"2383",1076148,27985,2004
17,119,"2389",756419,16569,2004
17,119,"484",1472722,18906,2004
17,119,"4841",1672228,21229,2004
17,119,"48411",548274,7839,2004
17,119,"4842",97526,1393,2004
17,119,"4853",294644,11060,2004
17,121,"23",5020463,96951,2004
17,121,"236",1868887,25572,2004
17,121,"2361",1708839,22752,2004
17,121,"237",137824,1222,2004
17,121,"2371",1572,48,2004
17,121,"2372",71492,375,2004
17,121,"23721",71492,375,2004
17,121,"2373",4117,89,2004
17,121,"23731",4117,89,2004
17,121,"2379",22994,294,2004
17,121,"23799",22994,294,2004
17,121,"238",2746549,64841,2004
17,121,"2381",482505,10300,2004
17,121,"2382",429541,9846,2004
17,121,"23821",160414,3993,2004
17,121,"23822",200613,4014,2004
17,121,"23829",13532,298,2004
17,121,"2383",1076148,27985,2004
17,121,"2389",756419,16569,2004
17,121,"484",1472722,18906,2004
17,121,"4841",1672228,21229,2004
17,121,"48411",548274,7839,2004
17,121,"4842",97526,1393,2004
17,121,"4853",294644,11060,2004
17,123,"23",5020463,96951,2004
17,123,"236",1868887,25572,2004
17,123,"2361",1708839,22752,2004
17,123,"237",137824,1222,2004
17,123,"2372",71492,375,2004
17,123,"23721",71492,375,2004
17,123,"2373",4117,89,2004
17,123,"23731",4117,89,2004
17,123,"2379",22994,294,2004
17,123,"23799",22994,294,2004
17,123,"238",2746549,64841,2004
17,123,"2381",482505,10300,2004
17,123,"2382",429541,9846,2004
17,123,"23821",160414,3993,2004
17,123,"23822",200613,4014,2004
17,123,"23829",13532,298,2004
17,123,"2383",1076148,27985,2004
17,123,"2389",756419,16569,2004
17,123,"484",1472722,18906,2004
17,123,"4841",1672228,21229,2004
17,123,"48411",548274,7839,2004
17,123,"4842",97526,1393,2004
17,125,"23",5020463,96951,2004
17,125,"236",1868887,25572,2004
17,125,"2361",1708839,22752,2004
17,125,"237",137824,1222,2004
17,125,"2373",4117,89,2004
17,125,"23731",4117,89,2004
17,125,"2379",22994,294,2004
17,125,"23799",22994,294,2004
17,125,"238",2746549,64841,2004
17,125,"2381",482505,10300,2004
17,125,"2382",429541,9846,2004
17,125,"23821",160414,3993,2004
17,125,"23822",200613,4014,2004
17,125,"2383",1076148,27985,2004
17,125,"2389",756419,16569,2004
17,125,"484",1472722,18906,2004
17,125,"4841",1672228,21229,2004
17,125,"48411",548274,7839,2004
17,125,"4842",97526,1393,2004
17,127,"23",5020463,96951,2004
17,127,"236",1868887,25572,2004
17,127,"2361",1708839,22752,2004
17,127,"237",137824,1222,2004
17,127,"2379",22994,294,2004
17,127,"23799",22994,294,2004
17,127,"238",2746549,64841,2004
17,127,"2381",482505,10300,2004
17,127,"2382",429541,9846,2004
17,127,"23821",160414,3993,2004
17,127,"23822",200613,4014,2004
17,127,"23829",13532,298,2004
17,127,"2383",1076148,27985,2004
17,127,"2389",756419,16569,2004
17,127,"484",1472722,18906,2004
17,127,"4841",1672228,21229,2004
17,127,"48411",548274,7839,2004
17,127,"4842",97526,1393,2004
17,127,"4853",294644,11060,2004
17,129,"23",5020463,96951,2004
17,129,"236",1868887,25572,2004
17,129,"2361",1708839,22752,2004
17,129,"237",137824,1222,2004
17,129,"2372",71492,375,2004
17,129,"23721",71492,375,2004
17,129,"2373",4117,89,2004
17,129,"23731",4117,89,2004
17,129,"2379",22994,294,2004
17,129,"23799",22994,294,2004
17,129,"238",2746549,64841,2004
17,129,"2381",482505,10300,2004
17,129,"2382",429541,9846,2004
17,129,"23821",160414,3993,2004
17,129,"23822",200613,4014,2004
17,129,"23829",13532,298,2004
17,129,"2383",1076148,27985,2004
17,129,"2389",756419,16569,2004
17,129,"484",1472722,18906,2004
17,129,"4841",1672228,21229,2004
17,129,"48411",548274,7839,2004
17,129,"4842",97526,1393,2004
17,131,"23",5020463,96951,2004
17,131,"236",1868887,25572,2004
17,131,"2361",1708839,22752,2004
17,131,"237",137824,1222,2004
17,131,"2372",71492,375,2004
17,131,"23721",71492,375,2004
17,131,"2373",4117,89,2004
17,131,"23731",4117,89,2004
17,131,"2379",22994,294,2004
17,131,"23799",22994,294,2004
17,131,"238",2746549,64841,2004
17,131,"2381",482505,10300,2004
17,131,"2382",429541,9846,2004
17,131,"23821",160414,3993,2004
17,131,"23822",200613,4014,2004
17,131,"23829",13532,298,2004
17,131,"2383",1076148,27985,2004
17,131,"2389",756419,16569,2004
17,131,"484",1472722,18906,2004
17,131,"4841",1672228,21229,2004
17,131,"48411",548274,7839,2004
17,131,"4842",97526,1393,2004
17,131,"4853",294644,11060,2004
17,133,"23",5020463,96951,2004
17,133,"236",1868887,25572,2004
17,133,"2361",1708839,22752,2004
17,133,"237",137824,1222,2004
17,133,"2372",71492,375,2004
17,133,"23721",71492,375,2004
17,133,"2379",22994,294,2004
17,133,"23799",22994,294,2004
17,133,"238",2746549,64841,2004
17,133,"2381",482505,10300,2004
17,133,"2382",429541,9846,2004
17,133,"23821",160414,3993,2004
17,133,"23822",200613,4014,2004
17,133,"23829",13532,298,2004
17,133,"2383",1076148,27985,2004
17,133,"2389",756419,16569,2004
17,133,"484",1472722,18906,2004
17,133,"4841",1672228,21229,2004
17,133,"48411",548274,7839,2004
17,133,"4842",97526,1393,2004
17,133,"4853",294644,11060,2004
17,135,"23",5020463,96951,2004
